AREA,AREA_TITLE,GeoFIPS,GeoName,match_rule
28660,"Killeen-Temple, TX",28660,"Killeen-Temple, TX (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
28700,"Kingsport-Bristol, TN-VA",28700,"Kingsport-Bristol, TN-VA (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
28740,"Kingston, NY",28740,"Kingston, NY (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY",28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
28940,"Knoxville, TN",28940,"Knoxville, TN (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
29020,"Kokomo, IN",29020,"Kokomo, IN (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
29100,"La Crosse-Onalaska, WI-MN",29100,"La Crosse-Onalaska, WI-MN (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
29180,"Lafayette, LA",29180,"Lafayette, LA (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
29200,"Lafayette-West Lafayette, IN",29200,"Lafayette-West Lafayette, IN (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
29340,"Lake Charles, LA",29340,"Lake Charles, LA (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
29420,"Lake Havasu City-Kingman, AZ",29420,"Lake Havasu City-Kingman, AZ (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
29460,"Lakeland-Winter Haven, FL",29460,"Lakeland-Winter Haven, FL (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
29540,"Lancaster, PA",29540,"Lancaster, PA (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
29620,"Lansing-East Lansing, MI",29620,"Lansing-East Lansing, MI (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
29700,"Laredo, TX",29700,"Laredo, TX (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
29740,"Las Cruces, NM",29740,"Las Cruces, NM (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
29820,"Las Vegas-Henderson-North Las Vegas, NV",29820,"Las Vegas-Henderson-North Las Vegas, NV (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
29940,"Lawrence, KS",29940,"Lawrence, KS (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
30020,"Lawton, OK",30020,"Lawton, OK (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
30140,"Lebanon, PA",30140,"Lebanon, PA (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
30300,"Lewiston, ID-WA",30300,"Lewiston, ID-WA (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
30340,"Lewiston-Auburn, ME",30340,"Lewiston-Auburn, ME (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
30460,"Lexington-Fayette, KY",30460,"Lexington-Fayette, KY (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
30500,"Lexington Park, MD",30500,"Lexington Park, MD (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
30620,"Lima, OH",30620,"Lima, OH (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
30700,"Lincoln, NE",30700,"Lincoln, NE (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
30780,"Little Rock-North Little Rock-Conway, AR",30780,"Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
30860,"Logan, UT-ID",30860,"Logan, UT-ID (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
30980,"Longview, TX",30980,"Longview, TX (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
31020,"Longview-Kelso, WA",31020,"Longview-Kelso, WA (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
31080,"Los Angeles-Long Beach-Anaheim, CA",31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
31140,"Louisville/Jefferson County, KY-IN",31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
31180,"Lubbock, TX",31180,"Lubbock, TX (Metropolitan Statistical Area)",exact_AREA_eq_GeoFIPS
