AREA,AREA_TITLE,AREA_TYPE,OCC_CODE,OCC_TITLE,O_GROUP,A_MEAN,A_MEDIAN,A_PCT25,A_PCT75,TOT_EMP
39660,"Rapid City, SD",4,43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,detailed,35730,35910,34430,36310,70
39660,"Rapid City, SD",4,43-4199,"Information and Record Clerks, All Other",detailed,49520,49000,42200,57180,80
39660,"Rapid City, SD",4,43-5011,Cargo and Freight Agents,detailed,66730,62590,58250,77620,30
39660,"Rapid City, SD",4,43-5031,Public Safety Telecommunicators,detailed,44550,45940,37630,46910,60
39660,"Rapid City, SD",4,43-5032,"Dispatchers, Except Police, Fire, and Ambulance",detailed,44400,39860,35090,49000,70
39660,"Rapid City, SD",4,43-5051,Postal Service Clerks,detailed,55390,57870,42600,68830,40
39660,"Rapid City, SD",4,43-5052,Postal Service Mail Carriers,detailed,59510,58390,46030,73650,100
39660,"Rapid City, SD",4,43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",detailed,62860,61150,54370,72970,30
39660,"Rapid City, SD",4,43-5061,"Production, Planning, and Expediting Clerks",detailed,49910,49100,41860,55530,40
39660,"Rapid City, SD",4,43-5071,"Shipping, Receiving, and Inventory Clerks",detailed,41400,39750,35690,46280,450
39660,"Rapid City, SD",4,43-6011,Executive Secretaries and Executive Administrative Assistants,detailed,50850,50680,46970,54320,**
39660,"Rapid City, SD",4,43-6012,Legal Secretaries and Administrative Assistants,detailed,46620,46250,44100,47790,130
39660,"Rapid City, SD",4,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",detailed,41190,40040,36400,46460,860
39660,"Rapid City, SD",4,43-9041,Insurance Claims and Policy Processing Clerks,detailed,43020,46350,37720,46590,140
39660,"Rapid City, SD",4,43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",detailed,34340,33480,29160,37950,50
39660,"Rapid City, SD",4,43-9061,"Office Clerks, General",detailed,38420,39510,32460,40670,450
39660,"Rapid City, SD",4,45-0000,"Farming, Fishing, and Forestry Occupations",major,44000,43350,33590,49680,190
39660,"Rapid City, SD",4,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",detailed,34910,29730,29730,38120,40
39660,"Rapid City, SD",4,45-4011,Forest and Conservation Workers,detailed,38760,33600,30370,46240,60
39660,"Rapid City, SD",4,47-0000,Construction and Extraction Occupations,major,52470,49070,42570,61120,4750
39660,"Rapid City, SD",4,47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,detailed,76190,75260,63960,82210,420
39660,"Rapid City, SD",4,47-2021,Brickmasons and Blockmasons,detailed,59970,61560,43350,74500,40
39660,"Rapid City, SD",4,47-2031,Carpenters,detailed,49240,47230,38220,58490,960
39660,"Rapid City, SD",4,47-2044,Tile and Stone Setters,detailed,48570,47350,41050,59940,30
39660,"Rapid City, SD",4,47-2051,Cement Masons and Concrete Finishers,detailed,49330,47530,39180,58210,330
39660,"Rapid City, SD",4,47-2061,Construction Laborers,detailed,43070,42980,38060,47050,390
39660,"Rapid City, SD",4,47-2071,"Paving, Surfacing, and Tamping Equipment Operators",detailed,56000,53300,49680,65000,70
39660,"Rapid City, SD",4,47-2073,Operating Engineers and Other Construction Equipment Operators,detailed,55150,55930,47820,61540,420
39660,"Rapid City, SD",4,47-2081,Drywall and Ceiling Tile Installers,detailed,48140,47010,46150,47410,60
39660,"Rapid City, SD",4,47-2111,Electricians,detailed,55540,57410,46860,61300,480
39660,"Rapid City, SD",4,47-2131,"Insulation Workers, Floor, Ceiling, and Wall",detailed,43820,45060,35820,49410,40
39660,"Rapid City, SD",4,47-2141,"Painters, Construction and Maintenance",detailed,46100,45970,40670,49300,90
39660,"Rapid City, SD",4,47-2151,Pipelayers,detailed,48320,49450,46040,50010,40
39660,"Rapid City, SD",4,47-2152,"Plumbers, Pipefitters, and Steamfitters",detailed,56370,52600,44410,65690,380
39660,"Rapid City, SD",4,47-2211,Sheet Metal Workers,detailed,50830,48340,37070,59790,110
39660,"Rapid City, SD",4,47-2221,Structural Iron and Steel Workers,detailed,51740,50150,47050,58150,90
39660,"Rapid City, SD",4,47-3013,Helpers--Electricians,detailed,35110,36320,31030,37370,60
39660,"Rapid City, SD",4,47-4011,Construction and Building Inspectors,detailed,66470,62960,53880,74320,40
39660,"Rapid City, SD",4,47-4051,Highway Maintenance Workers,detailed,48000,46740,43930,50000,170
39660,"Rapid City, SD",4,47-5022,"Excavating and Loading Machine and Dragline Operators, Surface Mining",detailed,51060,50740,47200,55500,30
39660,"Rapid City, SD",4,49-0000,"Installation, Maintenance, and Repair Occupations",major,59150,56190,45250,69580,3200
39660,"Rapid City, SD",4,49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",detailed,80060,78750,62570,96280,260
39660,"Rapid City, SD",4,49-2011,"Computer, Automated Teller, and Office Machine Repairers",detailed,54710,51630,49020,62800,50
39660,"Rapid City, SD",4,49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",detailed,60330,54800,46770,81330,90
39660,"Rapid City, SD",4,49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",detailed,61890,59570,49240,61580,70
39660,"Rapid City, SD",4,49-2098,Security and Fire Alarm Systems Installers,detailed,54370,51590,45810,58770,50
39660,"Rapid City, SD",4,49-3011,Aircraft Mechanics and Service Technicians,detailed,73360,78950,70140,79910,**
39660,"Rapid City, SD",4,49-3021,Automotive Body and Related Repairers,detailed,56740,51570,46590,63860,150
39660,"Rapid City, SD",4,49-3023,Automotive Service Technicians and Mechanics,detailed,54460,50810,43760,62390,380
39660,"Rapid City, SD",4,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,detailed,63000,62440,56510,69270,190
39660,"Rapid City, SD",4,49-3041,Farm Equipment Mechanics and Service Technicians,detailed,62320,55060,52230,74090,30
39660,"Rapid City, SD",4,49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",detailed,70590,66530,58560,80070,150
39660,"Rapid City, SD",4,49-3052,Motorcycle Mechanics,detailed,49400,47340,40190,52670,60
39660,"Rapid City, SD",4,49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,detailed,39710,37760,34340,43600,30
39660,"Rapid City, SD",4,49-3092,Recreational Vehicle Service Technicians,detailed,44080,37440,30070,58550,30
39660,"Rapid City, SD",4,49-3093,Tire Repairers and Changers,detailed,37260,36080,35360,38160,80
39660,"Rapid City, SD",4,49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",detailed,58870,59560,49520,65510,260
39660,"Rapid City, SD",4,49-9031,Home Appliance Repairers,detailed,48580,46690,46690,56230,**
39660,"Rapid City, SD",4,49-9041,Industrial Machinery Mechanics,detailed,64190,64420,52820,74550,80
39660,"Rapid City, SD",4,49-9051,Electrical Power-Line Installers and Repairers,detailed,79940,84080,62700,96440,170
39660,"Rapid City, SD",4,49-9052,Telecommunications Line Installers and Repairers,detailed,52430,51910,42090,59400,70
39660,"Rapid City, SD",4,49-9071,"Maintenance and Repair Workers, General",detailed,46940,45420,39220,52780,540
39660,"Rapid City, SD",4,49-9099,"Installation, Maintenance, and Repair Workers, All Other",detailed,58630,57200,43800,75750,90
39660,"Rapid City, SD",4,51-0000,Production Occupations,major,45870,40590,35010,50780,2410
39660,"Rapid City, SD",4,51-1011,First-Line Supervisors of Production and Operating Workers,detailed,78410,72860,60670,82420,170
39660,"Rapid City, SD",4,51-2028,"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers",detailed,40170,39480,38860,40590,90
39660,"Rapid City, SD",4,51-2090,Miscellaneous Assemblers and Fabricators,detailed,35510,34910,31220,38530,240
39660,"Rapid City, SD",4,51-3011,Bakers,detailed,35850,36500,31730,38520,60
39660,"Rapid City, SD",4,51-3021,Butchers and Meat Cutters,detailed,41360,37040,34410,48380,90
39660,"Rapid City, SD",4,51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",detailed,41430,40710,37950,46420,40
39660,"Rapid City, SD",4,51-4041,Machinists,detailed,53130,55180,40430,58230,40
39660,"Rapid City, SD",4,51-4121,"Welders, Cutters, Solderers, and Brazers",detailed,50780,48270,43990,58090,170
39660,"Rapid City, SD",4,51-5112,Printing Press Operators,detailed,41860,44700,34360,46960,50
39660,"Rapid City, SD",4,51-6011,Laundry and Dry-Cleaning Workers,detailed,31360,29910,29370,33560,180
39660,"Rapid City, SD",4,51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",detailed,36900,36730,30270,40090,150
39660,"Rapid City, SD",4,51-8031,Water and Wastewater Treatment Plant and System Operators,detailed,54420,50000,50000,63130,100
39660,"Rapid City, SD",4,51-8099,"Plant and System Operators, All Other",detailed,65190,65660,59090,78480,40
39660,"Rapid City, SD",4,51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",detailed,42030,39880,38690,48470,40
39660,"Rapid City, SD",4,51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",detailed,34540,29000,29000,37310,40
39660,"Rapid City, SD",4,51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",detailed,46230,47440,36350,58230,120
39660,"Rapid City, SD",4,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",detailed,50680,48400,38610,61290,80
39660,"Rapid City, SD",4,51-9071,Jewelers and Precious Stone and Metal Workers,detailed,45160,46530,37070,50600,50
39660,"Rapid City, SD",4,51-9124,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",detailed,47480,46640,37160,54800,70
39660,"Rapid City, SD",4,51-9161,Computer Numerically Controlled Tool Operators,detailed,52790,50750,45760,58150,110
39660,"Rapid City, SD",4,53-0000,Transportation and Material Moving Occupations,major,42440,38350,32710,48100,5390
39660,"Rapid City, SD",4,53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",detailed,64950,59600,51210,76660,170
39660,"Rapid City, SD",4,53-2012,Commercial Pilots,detailed,78910,72910,49770,106720,40
39660,"Rapid City, SD",4,53-2022,Airfield Operations Specialists,detailed,44910,40140,37090,48080,60
39660,"Rapid City, SD",4,53-3031,Driver/Sales Workers,detailed,42460,38930,27320,51380,280
39660,"Rapid City, SD",4,53-3032,Heavy and Tractor-Trailer Truck Drivers,detailed,57190,56330,48960,61130,760
39660,"Rapid City, SD",4,53-3033,Light Truck Drivers,detailed,44200,43830,36830,47740,650
39660,"Rapid City, SD",4,53-3051,"Bus Drivers, School",detailed,41500,39610,38940,43850,140
39660,"Rapid City, SD",4,53-3053,Shuttle Drivers and Chauffeurs,detailed,34360,34330,31410,37540,90
39660,"Rapid City, SD",4,53-6021,Parking Attendants,detailed,29910,29610,29610,29610,**
39660,"Rapid City, SD",4,53-6031,Automotive and Watercraft Service Attendants,detailed,34820,35300,31950,35820,150
39660,"Rapid City, SD",4,53-7051,Industrial Truck and Tractor Operators,detailed,46110,43700,38710,49600,190
39660,"Rapid City, SD",4,53-7061,Cleaners of Vehicles and Equipment,detailed,32720,30980,29160,35560,310
39660,"Rapid City, SD",4,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",detailed,36510,36750,33040,37770,490
39660,"Rapid City, SD",4,53-7064,"Packers and Packagers, Hand",detailed,29430,28030,27340,31170,70
39660,"Rapid City, SD",4,53-7065,Stockers and Order Fillers,detailed,35160,35900,29700,38840,1680
39660,"Rapid City, SD",4,53-7081,Refuse and Recyclable Material Collectors,detailed,32850,30130,27610,36810,30
39740,"Reading, PA",4,00-0000,All Occupations,total,59380,48210,36150,67430,171480
39740,"Reading, PA",4,11-0000,Management Occupations,major,125160,104490,76640,153970,10570
39740,"Reading, PA",4,11-1011,Chief Executives,detailed,296010,#,170170,#,260
39740,"Reading, PA",4,11-1021,General and Operations Managers,detailed,117180,97150,65350,143600,4050
39740,"Reading, PA",4,11-2021,Marketing Managers,detailed,135520,125900,93000,168030,240
39740,"Reading, PA",4,11-2022,Sales Managers,detailed,148380,127760,93700,175040,610
39740,"Reading, PA",4,11-2032,Public Relations Managers,detailed,132740,115820,99990,149330,40
39740,"Reading, PA",4,11-3012,Administrative Services Managers,detailed,114990,110340,80650,148130,120
39740,"Reading, PA",4,11-3013,Facilities Managers,detailed,102420,97780,78690,123430,160
39740,"Reading, PA",4,11-3021,Computer and Information Systems Managers,detailed,155890,152260,116620,177260,340
39740,"Reading, PA",4,11-3031,Financial Managers,detailed,148930,131210,100780,172710,770
39740,"Reading, PA",4,11-3051,Industrial Production Managers,detailed,115180,102350,92890,127870,470
39740,"Reading, PA",4,11-3061,Purchasing Managers,detailed,124920,119560,94730,154400,80
39740,"Reading, PA",4,11-3071,"Transportation, Storage, and Distribution Managers",detailed,113570,99310,79010,129130,230
39740,"Reading, PA",4,11-3121,Human Resources Managers,detailed,140620,129470,99510,165990,200
39740,"Reading, PA",4,11-9021,Construction Managers,detailed,116590,109760,84140,138200,110
39740,"Reading, PA",4,11-9031,"Education and Childcare Administrators, Preschool and Daycare",detailed,55240,48160,39810,59970,70
39740,"Reading, PA",4,11-9032,"Education Administrators, Kindergarten through Secondary",detailed,110150,104040,97130,127700,440
39740,"Reading, PA",4,11-9033,"Education Administrators, Postsecondary",detailed,108150,109950,78970,128450,160
39740,"Reading, PA",4,11-9041,Architectural and Engineering Managers,detailed,157090,153610,131680,170170,250
39740,"Reading, PA",4,11-9051,Food Service Managers,detailed,59560,59530,36600,72620,260
39740,"Reading, PA",4,11-9111,Medical and Health Services Managers,detailed,123870,101890,81590,136060,600
39740,"Reading, PA",4,11-9121,Natural Sciences Managers,detailed,116290,104440,78600,125960,80
39740,"Reading, PA",4,11-9141,"Property, Real Estate, and Community Association Managers",detailed,77690,60200,50020,88060,150
39740,"Reading, PA",4,11-9151,Social and Community Service Managers,detailed,75720,72690,58620,88190,200
39740,"Reading, PA",4,11-9199,"Managers, All Other",detailed,126600,121540,92230,156660,450
39740,"Reading, PA",4,13-0000,Business and Financial Operations Occupations,major,81760,72840,54060,96920,7750
39740,"Reading, PA",4,13-1020,Buyers and Purchasing Agents,detailed,72650,68500,55390,82460,390
39740,"Reading, PA",4,13-1031,"Claims Adjusters, Examiners, and Investigators",detailed,87250,97930,61500,103770,180
39740,"Reading, PA",4,13-1041,Compliance Officers,detailed,71450,64400,51460,81450,270
39740,"Reading, PA",4,13-1051,Cost Estimators,detailed,77330,74620,58960,91360,270
39740,"Reading, PA",4,13-1071,Human Resources Specialists,detailed,71090,63290,51160,81190,940
39740,"Reading, PA",4,13-1075,Labor Relations Specialists,detailed,80830,77600,55440,98920,40
39740,"Reading, PA",4,13-1081,Logisticians,detailed,73210,73490,57190,82820,230
39740,"Reading, PA",4,13-1082,Project Management Specialists,detailed,101730,96160,73480,124260,690
39740,"Reading, PA",4,13-1111,Management Analysts,detailed,110060,97950,75150,124470,350
39740,"Reading, PA",4,13-1121,"Meeting, Convention, and Event Planners",detailed,52550,50790,39700,66370,100
39740,"Reading, PA",4,13-1131,Fundraisers,detailed,64220,60560,50110,75090,80
39740,"Reading, PA",4,13-1141,"Compensation, Benefits, and Job Analysis Specialists",detailed,75350,66370,57140,90610,60
39740,"Reading, PA",4,13-1151,Training and Development Specialists,detailed,63890,53560,50160,74110,620
39740,"Reading, PA",4,13-1161,Market Research Analysts and Marketing Specialists,detailed,67710,62190,47080,81400,640
39740,"Reading, PA",4,13-1199,"Business Operations Specialists, All Other",detailed,77590,67640,53620,95460,460
39740,"Reading, PA",4,13-2011,Accountants and Auditors,detailed,84230,75700,60820,97390,1290
39740,"Reading, PA",4,13-2041,Credit Analysts,detailed,91900,78560,60280,109980,50
39740,"Reading, PA",4,13-2051,Financial and Investment Analysts,detailed,90540,79770,72500,102140,200
39740,"Reading, PA",4,13-2052,Personal Financial Advisors,detailed,180480,100770,61050,207110,230
39740,"Reading, PA",4,13-2072,Loan Officers,detailed,76010,62810,48880,97760,210
39740,"Reading, PA",4,13-2081,"Tax Examiners and Collectors, and Revenue Agents",detailed,44350,49230,31230,49230,70
39740,"Reading, PA",4,13-2082,Tax Preparers,detailed,51780,46320,33720,57640,80
39740,"Reading, PA",4,13-2099,"Financial Specialists, All Other",detailed,84230,87980,59150,99290,40
39740,"Reading, PA",4,15-0000,Computer and Mathematical Occupations,major,93900,87570,62070,121170,2610
39740,"Reading, PA",4,15-1211,Computer Systems Analysts,detailed,104870,104870,78810,128330,330
39740,"Reading, PA",4,15-1212,Information Security Analysts,detailed,116570,105800,78850,133160,90
39740,"Reading, PA",4,15-1231,Computer Network Support Specialists,detailed,69580,61860,54060,79820,90
39740,"Reading, PA",4,15-1232,Computer User Support Specialists,detailed,60040,56000,46070,67190,590
39740,"Reading, PA",4,15-1241,Computer Network Architects,detailed,111310,112390,90960,124190,110
39740,"Reading, PA",4,15-1242,Database Administrators,detailed,85940,77340,58590,109730,60
39740,"Reading, PA",4,15-1243,Database Architects,detailed,130530,124390,107430,149950,40
39740,"Reading, PA",4,15-1244,Network and Computer Systems Administrators,detailed,95580,87870,71170,112690,190
39740,"Reading, PA",4,15-1251,Computer Programmers,detailed,88970,91840,70370,97650,60
39740,"Reading, PA",4,15-1252,Software Developers,detailed,118500,116990,95970,133920,490
39740,"Reading, PA",4,15-1253,Software Quality Assurance Analysts and Testers,detailed,80200,74570,61120,87750,60
39740,"Reading, PA",4,15-1255,Web and Digital Interface Designers,detailed,78950,73420,57620,88650,40
39740,"Reading, PA",4,15-1299,"Computer Occupations, All Other",detailed,99430,96180,64710,126900,230
39740,"Reading, PA",4,15-2051,Data Scientists,detailed,101550,97900,74490,123640,150
39740,"Reading, PA",4,17-0000,Architecture and Engineering Occupations,major,89960,82540,68710,103960,2500
39740,"Reading, PA",4,17-1011,"Architects, Except Landscape and Naval",detailed,94050,92330,64760,126270,50
39740,"Reading, PA",4,17-1022,Surveyors,detailed,84330,78610,66510,101100,30
39740,"Reading, PA",4,17-2041,Chemical Engineers,detailed,99940,96960,75700,96960,40
39740,"Reading, PA",4,17-2051,Civil Engineers,detailed,101030,96890,76130,123690,310
39740,"Reading, PA",4,17-2071,Electrical Engineers,detailed,109140,103440,82680,130000,200
39740,"Reading, PA",4,17-2081,Environmental Engineers,detailed,97190,101060,74970,110420,30
39740,"Reading, PA",4,17-2112,Industrial Engineers,detailed,96460,94350,79840,108040,380
39740,"Reading, PA",4,17-2131,Materials Engineers,detailed,106600,103930,86670,120820,50
39740,"Reading, PA",4,17-2141,Mechanical Engineers,detailed,96000,96680,76850,108700,420
39740,"Reading, PA",4,17-2199,"Engineers, All Other",detailed,91860,86070,55210,108520,70
39740,"Reading, PA",4,17-3011,Architectural and Civil Drafters,detailed,69060,66770,56160,77570,120
39740,"Reading, PA",4,17-3012,Electrical and Electronics Drafters,detailed,86220,91670,59100,102010,30
39740,"Reading, PA",4,17-3013,Mechanical Drafters,detailed,69210,64310,58570,76480,60
39740,"Reading, PA",4,17-3022,Civil Engineering Technologists and Technicians,detailed,69800,71630,60890,78030,50
39740,"Reading, PA",4,17-3023,Electrical and Electronic Engineering Technologists and Technicians,detailed,71460,74250,52990,86800,90
39740,"Reading, PA",4,17-3026,Industrial Engineering Technologists and Technicians,detailed,61170,59970,45870,73790,90
39740,"Reading, PA",4,17-3027,Mechanical Engineering Technologists and Technicians,detailed,66720,65220,59120,76920,70
39740,"Reading, PA",4,17-3028,Calibration Technologists and Technicians,detailed,68150,62510,62080,81080,40
39740,"Reading, PA",4,17-3029,"Engineering Technologists and Technicians, Except Drafters, All Other",detailed,72760,75740,60880,84930,100
39740,"Reading, PA",4,17-3031,Surveying and Mapping Technicians,detailed,57210,52750,48960,66890,30
39740,"Reading, PA",4,19-0000,"Life, Physical, and Social Science Occupations",major,78050,70720,57690,95330,1070
39740,"Reading, PA",4,19-1031,Conservation Scientists,detailed,57550,53930,36790,69320,30
39740,"Reading, PA",4,19-2031,Chemists,detailed,80540,75230,63400,82490,100
39740,"Reading, PA",4,19-2041,"Environmental Scientists and Specialists, Including Health",detailed,72600,68400,58060,74670,30
39740,"Reading, PA",4,19-3033,Clinical and Counseling Psychologists,detailed,89110,74690,61060,106710,110
39740,"Reading, PA",4,19-3034,School Psychologists,detailed,90930,86070,77990,99010,80
39740,"Reading, PA",4,19-3051,Urban and Regional Planners,detailed,78590,79210,62600,79210,40
39740,"Reading, PA",4,19-4021,Biological Technicians,detailed,47480,47680,41710,47840,30
39740,"Reading, PA",4,19-4031,Chemical Technicians,detailed,55320,59140,45190,61750,100
39740,"Reading, PA",4,19-4099,"Life, Physical, and Social Science Technicians, All Other",detailed,58000,61870,45920,61870,60
39740,"Reading, PA",4,19-5011,Occupational Health and Safety Specialists,detailed,90460,92320,70130,116320,150
39740,"Reading, PA",4,19-5012,Occupational Health and Safety Technicians,detailed,63710,61010,61010,63870,40
39740,"Reading, PA",4,21-0000,Community and Social Service Occupations,major,57790,51560,44440,66280,2940
39740,"Reading, PA",4,21-1012,"Educational, Guidance, and Career Counselors and Advisors",detailed,64900,61400,49310,77130,300
39740,"Reading, PA",4,21-1013,Marriage and Family Therapists,detailed,67790,67020,59980,68260,70
39740,"Reading, PA",4,21-1015,Rehabilitation Counselors,detailed,53840,50910,37350,67620,70
39740,"Reading, PA",4,21-1018,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",detailed,59780,55840,48330,68140,710
39740,"Reading, PA",4,21-1021,"Child, Family, and School Social Workers",detailed,53790,50380,40360,65730,510
39740,"Reading, PA",4,21-1022,Healthcare Social Workers,detailed,66560,62220,57780,78200,130
39740,"Reading, PA",4,21-1023,Mental Health and Substance Abuse Social Workers,detailed,51550,47270,41990,57770,120
39740,"Reading, PA",4,21-1029,"Social Workers, All Other",detailed,60130,56420,39370,68990,40
39740,"Reading, PA",4,21-1091,Health Education Specialists,detailed,86840,82720,66150,109740,40
39740,"Reading, PA",4,21-1093,Social and Human Service Assistants,detailed,47620,45470,38110,51490,670
39740,"Reading, PA",4,21-1094,Community Health Workers,detailed,48310,44030,36770,55620,40
39740,"Reading, PA",4,21-2011,Clergy,detailed,60680,62920,52000,63810,50
39740,"Reading, PA",4,23-0000,Legal Occupations,major,102900,79070,56080,105400,770
39740,"Reading, PA",4,23-1011,Lawyers,detailed,138440,102810,79070,171010,420
39740,"Reading, PA",4,23-2011,Paralegals and Legal Assistants,detailed,57250,57920,42760,68500,220
39740,"Reading, PA",4,23-2093,"Title Examiners, Abstractors, and Searchers",detailed,49280,48610,37670,49590,70
39740,"Reading, PA",4,25-0000,Educational Instruction and Library Occupations,major,62510,61470,37490,79990,9890
39740,"Reading, PA",4,25-1011,"Business Teachers, Postsecondary",detailed,98550,80590,66340,107970,110
39740,"Reading, PA",4,25-1021,"Computer Science Teachers, Postsecondary",detailed,97290,96130,68990,126450,40
39740,"Reading, PA",4,25-1022,"Mathematical Science Teachers, Postsecondary",detailed,80820,79750,79750,84160,70
39740,"Reading, PA",4,25-1042,"Biological Science Teachers, Postsecondary",detailed,89730,81580,57460,111580,40
39740,"Reading, PA",4,25-1066,"Psychology Teachers, Postsecondary",detailed,79660,77000,57030,95700,50
39740,"Reading, PA",4,25-1071,"Health Specialties Teachers, Postsecondary",detailed,98260,80580,61210,99460,80
39740,"Reading, PA",4,25-1081,"Education Teachers, Postsecondary",detailed,71250,80400,51060,80400,140
39740,"Reading, PA",4,25-1121,"Art, Drama, and Music Teachers, Postsecondary",detailed,79360,66370,51300,97160,140
39740,"Reading, PA",4,25-1122,"Communications Teachers, Postsecondary",detailed,75500,73380,53720,89890,30
39740,"Reading, PA",4,25-1123,"English Language and Literature Teachers, Postsecondary",detailed,80560,80090,67070,98580,90
39740,"Reading, PA",4,25-1194,"Career/Technical Education Teachers, Postsecondary",detailed,71890,62110,50600,75190,70
39740,"Reading, PA",4,25-1199,"Postsecondary Teachers, All Other",detailed,74050,74430,49520,81940,130
39740,"Reading, PA",4,25-2011,"Preschool Teachers, Except Special Education",detailed,35340,34400,28670,41460,530
39740,"Reading, PA",4,25-2012,"Kindergarten Teachers, Except Special Education",detailed,64270,62730,49700,79350,60
39740,"Reading, PA",4,25-2021,"Elementary School Teachers, Except Special Education",detailed,72650,77970,61070,79990,1400
39740,"Reading, PA",4,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",detailed,76850,78720,62380,94640,1200
39740,"Reading, PA",4,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",detailed,73920,78780,59030,90430,1450
39740,"Reading, PA",4,25-2032,"Career/Technical Education Teachers, Secondary School",detailed,73160,77750,64350,81200,200
39740,"Reading, PA",4,25-2052,"Special Education Teachers, Kindergarten and Elementary School",detailed,71990,66320,59100,83880,220
39740,"Reading, PA",4,25-2057,"Special Education Teachers, Middle School",detailed,67410,60370,58370,89360,120
39740,"Reading, PA",4,25-2058,"Special Education Teachers, Secondary School",detailed,74600,77340,62270,88850,360
39740,"Reading, PA",4,25-3011,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",detailed,54740,53100,51190,53100,40
39740,"Reading, PA",4,25-3021,Self-Enrichment Teachers,detailed,40520,36680,29260,47190,270
39740,"Reading, PA",4,25-3031,"Substitute Teachers, Short-Term",detailed,37840,37460,29880,42200,380
39740,"Reading, PA",4,25-3041,Tutors,detailed,45480,50620,29510,54030,80
39740,"Reading, PA",4,25-4022,Librarians and Media Collections Specialists,detailed,61940,57100,37290,87690,170
39740,"Reading, PA",4,25-9031,Instructional Coordinators,detailed,70490,61550,57980,81500,200
39740,"Reading, PA",4,25-9045,"Teaching Assistants, Except Postsecondary",detailed,32930,31350,28810,36800,1750
39740,"Reading, PA",4,25-9099,"Educational Instruction and Library Workers, All Other",detailed,48140,50220,36880,59900,40
39740,"Reading, PA",4,27-0000,"Arts, Design, Entertainment, Sports, and Media Occupations",major,64220,49550,38130,71710,1400
39740,"Reading, PA",4,27-1021,Commercial and Industrial Designers,detailed,76320,75810,62630,88280,30
39740,"Reading, PA",4,27-1023,Floral Designers,detailed,33590,35280,28650,37200,50
39740,"Reading, PA",4,27-1024,Graphic Designers,detailed,53940,49540,39680,59680,200
39740,"Reading, PA",4,27-1025,Interior Designers,detailed,78850,85680,59190,93410,50
39740,"Reading, PA",4,27-1026,Merchandise Displayers and Window Trimmers,detailed,40160,38130,35090,43900,230
39740,"Reading, PA",4,27-2012,Producers and Directors,detailed,74260,69760,51800,94010,40
39740,"Reading, PA",4,27-2022,Coaches and Scouts,detailed,65820,49550,35380,74200,150
39740,"Reading, PA",4,27-2042,Musicians and Singers,detailed,*,*,*,*,80
39740,"Reading, PA",4,27-3031,Public Relations Specialists,detailed,58840,50910,43060,68460,160
39740,"Reading, PA",4,27-3042,Technical Writers,detailed,70480,59750,49010,81720,30
39740,"Reading, PA",4,27-3043,Writers and Authors,detailed,57560,49910,21770,72970,30
39740,"Reading, PA",4,27-3091,Interpreters and Translators,detailed,55540,51600,47560,61630,40
39740,"Reading, PA",4,27-4011,Audio and Video Technicians,detailed,58780,49160,44670,71710,60
39740,"Reading, PA",4,27-4021,Photographers,detailed,55380,43770,35050,60240,30
39740,"Reading, PA",4,29-0000,Healthcare Practitioners and Technical Occupations,major,103810,83710,61380,106560,10200
39740,"Reading, PA",4,29-1011,Chiropractors,detailed,87340,79070,61080,106180,50
39740,"Reading, PA",4,29-1021,"Dentists, General",detailed,179480,179990,143760,197710,100
39740,"Reading, PA",4,29-1031,Dietitians and Nutritionists,detailed,72000,76030,58070,80720,80
39740,"Reading, PA",4,29-1041,Optometrists,detailed,143470,133900,99390,163220,40
39740,"Reading, PA",4,29-1051,Pharmacists,detailed,139670,137870,133480,150050,280
39740,"Reading, PA",4,29-1071,Physician Assistants,detailed,127090,126280,110720,147820,160
